DateTime	SlaveNum	Cycle	Mode	SupplyVolts	LSupplyVolts	SupplyAmps	PWM	SecTimer	AvgCellVolts	MaxCellVolts	AvgIR	FallBackVolts	CVStarted	SlowAmps	AvgAmps	FastAmps	SetAmps	AhrIN	AhrOUT	PackVolts	AvgPackVolts	Fuel1	SumError	Cell1Volts	Cell2Volts	Cell3Volts	Cell4Volts	Cell5Volts	Cell6Volts	Cell7Volts	Cell8Volts	Cell9Volts	Cell10Volts	Cell11Volts	Cell12Volts	Cell13Volts	Cell14Volts	Cell15Volts	Cell16Volts	Cell1IR	Cell2IR	Cell3IR	Cell4IR	Cell5IR	Cell6IR	Cell7IR	Cell8IR	Cell9IR	Cell10IR	Cell11IR	Cell12IR	Cell13IR	Cell14IR	Cell15IR	Cell16IR	BP1PWM	BP2PWM	BP3PWM	BP4PWM	BP5PWM	BP6PWM	BP7PWM	BP8PWM	BP9PWM	BP10PWM	BP11PWM	BP12PWM	BP13PWM	BP14PWM	BP15PWM	BP16PWM	Debug1	Debug2	Debug3	
16/03/2022 10:52:39	0	0	6	14.98	15.03	0	1937	13	3.541	3.5421	0	0	False	0	0	0.005	4.2	0	0	3.578	3.578	57	-0.023	3.541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:52:40	0	0	6	15.01	15.02	1.1	2143	14	3.575	3.5759	0	0	False	0.01	0.7583333	4.148334	4.2	0.0008	0	3.589	3.589	57.6	-0.011	3.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:52:50	0	0	6	15.02	15.02	1.1	2159	24	3.604	3.6046	21.5	0	False	3.78	4.185	4.295	4.2	0.0124	0	3.624	3.624	59.5	-0.023	3.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:53:00	0	0	6	15.02	15.02	1.1	2163	34	3.616	3.6159	21.6	0	False	3.973333	4.2	4.116667	4.2	0.0241	0	3.647	3.647	60.1	-0.034	3.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:53:10	0	0	6	15.02	15.02	1.1	2169	44	3.625	3.6246	21.6	0	False	4.071667	4.206666	4.208333	4.2	0.0358	0	3.647	3.647	60.5	-0.023	3.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:53:20	0	0	6	15.02	15.02	1.1	2171	54	3.63	3.6309	21.5	0	False	4.125	4.201667	4.116667	4.2	0.0474	0	3.658	3.658	60.8	-0.034	3.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:53:30	0	0	6	15.02	15.02	1.1	2177	64	3.636	3.6371	21.5	0	False	4.151667	4.198333	4.263333	4.2	0.0591	0	3.658	3.67	61.2	-0.034	3.636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:53:40	0	0	6	15.02	15.02	1.2	2181	74	3.641	3.6421	21.4	0	False	4.171667	4.196667	4.288333	4.2	0.0707	0	3.67	3.67	61.3	-0.034	3.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:53:50	0	0	6	15.02	15.02	1.1	2179	84	3.645	3.646	21.5	0	False	4.193333	4.208333	4.108333	4.2	0.0824	0	3.681	3.681	61.6	-0.023	3.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:54:00	0	0	6	15.02	15.02	1.2	2185	94	3.649	3.6498	21.5	0	False	4.19	4.178333	4.255	4.2	0.094	0	3.681	3.681	61.8	-0.034	3.649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:54:10	0	0	6	15.02	15.02	1.1	2183	104	3.653	3.6535	21.4	0	False	4.193333	4.221667	4.148334	4.2	0.1057	0	3.681	3.681	61.9	-0.034	3.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:54:20	0	0	6	15.02	15.02	1.1	2185	114	3.656	3.6571	21.3	0	False	4.195	4.18	4.173333	4.2	0.1174	0	3.681	3.69	62.2	-0.023	3.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:54:30	0	0	6	15.02	15.02	1.2	2189	124	3.659	3.6596	21.3	0	False	4.191667	4.18	4.14	4.2	0.129	0	3.693	3.693	62.3	-0.034	3.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:54:40	0	0	6	15.02	15.02	1.1	2191	134	3.662	3.6634	21.2	0	False	4.198333	4.205	4.19	4.2	0.1407	0	3.693	3.693	62.3	-0.034	3.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:54:50	0	0	6	15.02	15.02	1.1	2193	144	3.665	3.6659	21.1	0	False	4.191667	4.188334	4.175	4.2	0.1524	0	3.693	3.694	62.6	-0.034	3.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:55:00	0	0	6	15.02	15.02	1.1	2191	154	3.667	3.6684	21.1	0	False	4.193333	4.191667	4.151667	4.2	0.164	0	3.693	3.703	62.7	-0.023	3.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:55:10	0	0	6	15.02	15.02	1.1	2193	163	3.669	3.6706	21.1	0	False	4.195	4.19	4.19	4.2	0.1745	0	3.704	3.704	62.8	-0.034	3.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:55:20	0	0	6	15.02	15.02	1.1	2195	173	3.673	3.6746	21.2	0	False	4.193333	4.185	4.161667	4.2	0.1861	0	3.704	3.704	63	-0.034	3.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:55:30	0	0	6	15.02	15.02	1.2	2197	183	3.675	3.6759	21.1	0	False	4.19	4.205	4.25	4.2	0.1978	0	3.704	3.704	63.1	-0.034	3.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:55:40	0	0	6	15.02	15.02	1.1	2199	193	3.677	3.6784	21.2	0	False	4.19	4.201667	4.208333	4.2	0.2095	0	3.704	3.704	63.2	-0.023	3.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:55:50	0	0	6	15.02	15.02	1.1	2199	203	3.679	3.6798	20.9	0	False	4.198333	4.2	4.205	4.2	0.2211	0	3.704	3.708	63.2	-0.023	3.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:56:00	0	0	6	15.02	15.02	1.1	2199	213	3.682	3.6826	20.8	0	False	4.196667	4.195	4.173333	4.2	0.2328	0	3.704	3.716	63.3	-0.023	3.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16/03/2022 10:56:10	0	0	6	15.02	15.02	1.2	2201	223	3.683	3.684	20.7	0	False	4.193333	4.201667	4.255	4.2	0.2445	0	3.716	3.716	63.5	-0.034	3.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
